sample_id,dataset,dataset_name,object_id,source_light_id,target_light_id,source_object_rgb_r,source_object_rgb_g,source_object_rgb_b,target_object_rgb_r,target_object_rgb_g,target_object_rgb_b,source_patch_r_r,source_patch_r_g,source_patch_r_b,source_patch_g_r,source_patch_g_g,source_patch_g_b,source_patch_b_r,source_patch_b_g,source_patch_b_b,target_patch_r_r,target_patch_r_g,target_patch_r_b,target_patch_g_r,target_patch_g_g,target_patch_g_b,target_patch_b_r,target_patch_b_g,target_patch_b_b
real_world_dataset_2__obj071__l0__to__l4,real,real_world_dataset_2,obj071,l0,l4,179.0,120.0,144.0,194.0,120.0,104.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj072__l0__to__l4,real,real_world_dataset_2,obj072,l0,l4,27.0,38.0,56.0,44.0,48.0,59.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj073__l0__to__l4,real,real_world_dataset_2,obj073,l0,l4,34.0,31.0,57.0,53.0,44.0,61.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj074__l0__to__l4,real,real_world_dataset_2,obj074,l0,l4,40.0,26.0,43.0,62.0,39.0,45.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj075__l0__to__l4,real,real_world_dataset_2,obj075,l0,l4,13.0,54.0,85.0,32.0,68.0,86.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj076__l0__to__l4,real,real_world_dataset_2,obj076,l0,l4,42.0,39.0,74.0,66.0,52.0,72.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj077__l0__to__l4,real,real_world_dataset_2,obj077,l0,l4,79.0,31.0,76.0,112.0,48.0,72.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj078__l0__to__l4,real,real_world_dataset_2,obj078,l0,l4,1.0,84.0,131.0,11.0,96.0,122.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj079__l0__to__l4,real,real_world_dataset_2,obj079,l0,l4,66.0,55.0,98.0,94.0,66.0,82.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj080__l0__to__l4,real,real_world_dataset_2,obj080,l0,l4,112.0,43.0,98.0,143.0,61.0,79.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj081__l0__to__l4,real,real_world_dataset_2,obj081,l0,l4,0.0,96.0,139.0,6.0,100.0,118.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj082__l0__to__l4,real,real_world_dataset_2,obj082,l0,l4,103.0,81.0,129.0,127.0,86.0,97.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj083__l0__to__l4,real,real_world_dataset_2,obj083,l0,l4,144.0,67.0,121.0,166.0,78.0,87.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj084__l0__to__l4,real,real_world_dataset_2,obj084,l0,l4,25.0,111.0,143.0,53.0,103.0,105.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj085__l0__to__l4,real,real_world_dataset_2,obj085,l0,l4,127.0,123.0,164.0,148.0,122.0,125.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj086__l0__to__l4,real,real_world_dataset_2,obj086,l0,l4,172.0,82.0,135.0,192.0,92.0,97.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj087__l0__to__l4,real,real_world_dataset_2,obj087,l0,l4,76.0,143.0,161.0,108.0,132.0,119.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj088__l0__to__l4,real,real_world_dataset_2,obj088,l0,l4,145.0,146.0,175.0,165.0,143.0,132.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj089__l0__to__l4,real,real_world_dataset_2,obj089,l0,l4,179.0,110.0,148.0,195.0,112.0,109.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj090__l0__to__l4,real,real_world_dataset_2,obj090,l0,l4,24.0,44.0,76.0,42.0,59.0,79.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj091__l0__to__l4,real,real_world_dataset_2,obj091,l0,l4,27.0,38.0,66.0,46.0,52.0,71.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj092__l0__to__l4,real,real_world_dataset_2,obj092,l0,l4,42.0,28.0,64.0,63.0,40.0,68.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj093__l0__to__l4,real,real_world_dataset_2,obj093,l0,l4,5.0,63.0,124.0,16.0,80.0,125.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj094__l0__to__l4,real,real_world_dataset_2,obj094,l0,l4,14.0,56.0,116.0,31.0,72.0,116.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj095__l0__to__l4,real,real_world_dataset_2,obj095,l0,l4,68.0,29.0,97.0,95.0,44.0,92.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj096__l0__to__l4,real,real_world_dataset_2,obj096,l0,l4,1.0,82.0,158.0,1.0,98.0,152.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj097__l0__to__l4,real,real_world_dataset_2,obj097,l0,l4,29.0,64.0,120.0,58.0,75.0,107.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj098__l0__to__l4,real,real_world_dataset_2,obj098,l0,l4,98.0,46.0,118.0,125.0,60.0,98.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj099__l0__to__l4,real,real_world_dataset_2,obj099,l0,l4,1.0,94.0,173.0,0.0,103.0,155.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj100__l0__to__l4,real,real_world_dataset_2,obj100,l0,l4,49.0,101.0,159.0,81.0,101.0,125.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj101__l0__to__l4,real,real_world_dataset_2,obj101,l0,l4,124.0,61.0,136.0,142.0,70.0,99.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj102__l0__to__l4,real,real_world_dataset_2,obj102,l0,l4,1.0,98.0,168.0,0.0,94.0,135.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj103__l0__to__l4,real,real_world_dataset_2,obj103,l0,l4,85.0,127.0,176.0,111.0,121.0,131.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj104__l0__to__l4,real,real_world_dataset_2,obj104,l0,l4,150.0,74.0,137.0,168.0,80.0,96.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj105__l0__to__l4,real,real_world_dataset_2,obj105,l0,l4,12.0,121.0,153.0,40.0,108.0,110.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj106__l0__to__l4,real,real_world_dataset_2,obj106,l0,l4,126.0,149.0,179.0,144.0,140.0,136.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj107__l0__to__l4,real,real_world_dataset_2,obj107,l0,l4,182.0,119.0,154.0,197.0,119.0,114.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj108__l0__to__l4,real,real_world_dataset_2,obj108,l0,l4,33.0,43.0,43.0,53.0,55.0,49.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj109__l0__to__l4,real,real_world_dataset_2,obj109,l0,l4,38.0,38.0,38.0,58.0,51.0,44.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj110__l0__to__l4,real,real_world_dataset_2,obj110,l0,l4,40.0,34.0,38.0,61.0,46.0,43.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj111__l0__to__l4,real,real_world_dataset_2,obj111,l0,l4,28.0,52.0,43.0,47.0,64.0,49.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj112__l0__to__l4,real,real_world_dataset_2,obj112,l0,l4,47.0,50.0,38.0,71.0,63.0,41.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj113__l0__to__l4,real,real_world_dataset_2,obj113,l0,l4,62.0,36.0,38.0,91.0,49.0,41.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj114__l0__to__l4,real,real_world_dataset_2,obj114,l0,l4,25.0,89.0,48.0,52.0,97.0,51.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj115__l0__to__l4,real,real_world_dataset_2,obj115,l0,l4,80.0,77.0,42.0,105.0,86.0,39.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj116__l0__to__l4,real,real_world_dataset_2,obj116,l0,l4,117.0,55.0,44.0,145.0,68.0,39.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj117__l0__to__l4,real,real_world_dataset_2,obj117,l0,l4,42.0,121.0,61.0,77.0,118.0,56.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj118__l0__to__l4,real,real_world_dataset_2,obj118,l0,l4,113.0,100.0,55.0,131.0,101.0,43.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj119__l0__to__l4,real,real_world_dataset_2,obj119,l0,l4,165.0,87.0,65.0,183.0,94.0,50.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj120__l0__to__l4,real,real_world_dataset_2,obj120,l0,l4,77.0,143.0,98.0,103.0,129.0,72.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj121__l0__to__l4,real,real_world_dataset_2,obj121,l0,l4,153.0,132.0,81.0,165.0,125.0,56.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj122__l0__to__l4,real,real_world_dataset_2,obj122,l0,l4,190.0,110.0,85.0,204.0,112.0,61.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj123__l0__to__l4,real,real_world_dataset_2,obj123,l0,l4,101.0,155.0,111.0,126.0,140.0,79.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj124__l0__to__l4,real,real_world_dataset_2,obj124,l0,l4,177.0,160.0,102.0,194.0,153.0,74.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj125__l0__to__l4,real,real_world_dataset_2,obj125,l0,l4,187.0,144.0,109.0,199.0,139.0,77.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj126__l0__to__l4,real,real_world_dataset_2,obj126,l0,l4,34.0,44.0,45.0,53.0,58.0,52.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj127__l0__to__l4,real,real_world_dataset_2,obj127,l0,l4,37.0,39.0,40.0,58.0,53.0,46.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj128__l0__to__l4,real,real_world_dataset_2,obj128,l0,l4,40.0,34.0,38.0,61.0,45.0,44.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj129__l0__to__l4,real,real_world_dataset_2,obj129,l0,l4,27.0,50.0,45.0,45.0,64.0,51.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj130__l0__to__l4,real,real_world_dataset_2,obj130,l0,l4,50.0,52.0,39.0,75.0,66.0,43.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj131__l0__to__l4,real,real_world_dataset_2,obj131,l0,l4,72.0,38.0,39.0,102.0,53.0,43.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj132__l0__to__l4,real,real_world_dataset_2,obj132,l0,l4,13.0,88.0,49.0,39.0,99.0,57.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj133__l0__to__l4,real,real_world_dataset_2,obj133,l0,l4,73.0,73.0,48.0,101.0,84.0,47.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj134__l0__to__l4,real,real_world_dataset_2,obj134,l0,l4,115.0,56.0,54.0,145.0,70.0,49.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj135__l0__to__l4,real,real_world_dataset_2,obj135,l0,l4,39.0,118.0,87.0,75.0,118.0,78.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj136__l0__to__l4,real,real_world_dataset_2,obj136,l0,l4,109.0,99.0,74.0,131.0,103.0,60.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj137__l0__to__l4,real,real_world_dataset_2,obj137,l0,l4,170.0,93.0,85.0,186.0,102.0,66.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj138__l0__to__l4,real,real_world_dataset_2,obj138,l0,l4,71.0,139.0,112.0,102.0,129.0,85.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj139__l0__to__l4,real,real_world_dataset_2,obj139,l0,l4,151.0,134.0,104.0,167.0,129.0,77.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj140__l0__to__l4,real,real_world_dataset_2,obj140,l0,l4,189.0,114.0,107.0,204.0,118.0,79.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj141__l0__to__l4,real,real_world_dataset_2,obj141,l0,l4,99.0,153.0,126.0,123.0,140.0,91.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj142__l0__to__l4,real,real_world_dataset_2,obj142,l0,l4,166.0,158.0,129.0,182.0,151.0,95.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj143__l0__to__l4,real,real_world_dataset_2,obj143,l0,l4,185.0,147.0,129.0,198.0,141.0,96.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj144__l0__to__l4,real,real_world_dataset_2,obj144,l0,l4,34.0,44.0,45.0,54.0,56.0,51.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj145__l0__to__l4,real,real_world_dataset_2,obj145,l0,l4,38.0,38.0,42.0,57.0,52.0,48.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj146__l0__to__l4,real,real_world_dataset_2,obj146,l0,l4,48.0,34.0,43.0,73.0,48.0,48.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj147__l0__to__l4,real,real_world_dataset_2,obj147,l0,l4,27.0,49.0,47.0,44.0,62.0,52.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj148__l0__to__l4,real,real_world_dataset_2,obj148,l0,l4,45.0,47.0,50.0,69.0,62.0,52.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj149__l0__to__l4,real,real_world_dataset_2,obj149,l0,l4,73.0,37.0,46.0,103.0,52.0,48.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj150__l0__to__l4,real,real_world_dataset_2,obj150,l0,l4,6.0,87.0,68.0,28.0,100.0,78.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj151__l0__to__l4,real,real_world_dataset_2,obj151,l0,l4,69.0,70.0,66.0,97.0,83.0,63.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj152__l0__to__l4,real,real_world_dataset_2,obj152,l0,l4,106.0,54.0,64.0,137.0,69.0,61.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj153__l0__to__l4,real,real_world_dataset_2,obj153,l0,l4,15.0,114.0,95.0,50.0,119.0,92.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj154__l0__to__l4,real,real_world_dataset_2,obj154,l0,l4,96.0,96.0,91.0,122.0,103.0,80.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj155__l0__to__l4,real,real_world_dataset_2,obj155,l0,l4,154.0,85.0,96.0,177.0,99.0,80.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj156__l0__to__l4,real,real_world_dataset_2,obj156,l0,l4,44.0,135.0,120.0,81.0,130.0,100.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj157__l0__to__l4,real,real_world_dataset_2,obj157,l0,l4,126.0,135.0,127.0,149.0,131.0,99.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj158__l0__to__l4,real,real_world_dataset_2,obj158,l0,l4,180.0,112.0,121.0,198.0,118.0,93.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj159__l0__to__l4,real,real_world_dataset_2,obj159,l0,l4,79.0,145.0,133.0,108.0,134.0,100.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj160__l0__to__l4,real,real_world_dataset_2,obj160,l0,l4,154.0,155.0,148.0,171.0,150.0,113.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj161__l0__to__l4,real,real_world_dataset_2,obj161,l0,l4,183.0,136.0,140.0,198.0,134.0,105.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj162__l0__to__l4,real,real_world_dataset_2,obj162,l0,l4,32.0,40.0,48.0,51.0,52.0,52.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj163__l0__to__l4,real,real_world_dataset_2,obj163,l0,l4,32.0,39.0,47.0,53.0,52.0,54.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj164__l0__to__l4,real,real_world_dataset_2,obj164,l0,l4,46.0,32.0,44.0,69.0,45.0,51.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj165__l0__to__l4,real,real_world_dataset_2,obj165,l0,l4,27.0,45.0,54.0,44.0,58.0,59.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj166__l0__to__l4,real,real_world_dataset_2,obj166,l0,l4,37.0,51.0,63.0,56.0,64.0,67.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj167__l0__to__l4,real,real_world_dataset_2,obj167,l0,l4,71.0,37.0,60.0,99.0,51.0,62.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
real_world_dataset_2__obj168__l0__to__l4,real,real_world_dataset_2,obj168,l0,l4,5.0,82.0,95.0,21.0,96.0,102.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,78.0,58.0,96.0,161.0,58.0,44.0,140.0,127.0,47.0
